Nation,Year,GDP_Growth,GDP_Per_Capita,GDP,GDP_Normalized,Pop,Pop_Normalized,Area,Pop_Growth,Athletes,Athletes_Normalized,Medals_Last_Games,Total_Medals_year,Medals
Bahrain,2004,6.980960594,22.144606880000005,0.018376569149,2.1026078080087247,0.000829844,0.033560666687049504,0.00073,6.360159526,10,0.0010298661174047373,0.0,927,0
Bahrain,1988,6.999991649,18.2407419,0.008485556649,1.3946662016388125,0.000465198,0.04004112582151583,0.00069,3.550482373,7,0.0008910386965376784,0.0,742,0
Pakistan,1992,7.705897823,0.7880676442,0.089769672719,22.23102000363165,0.113911126,7.863778555533909,0.7961,2.78844997,12,0.0013725265927027337,1.0,826,1
Pakistan,2012,3.50703342,1.0060732890000001,0.188,15.156550428010618,0.187281475,6.010051513771408,0.7961,2.126711756,20,0.002047292455727301,0.0,962,0
Pakistan,2000,4.2600880110000015,0.8202256409,0.117,16.874092793606113,0.142343578,6.8500433085676375,0.7961,2.647398688,27,0.0027466937945066125,0.0,925,0
Pakistan,1996,4.846581284,0.8188887702999998,0.104,17.55630782954109,0.12734929,6.7546988912419526,0.7961,2.845336748,24,0.0025107228789622345,1.0,841,0
Pakistan,2008,1.701405465,0.9878456797999999,0.17,15.27702137475621,0.171648986,6.191734978758597,0.7961,2.26305181,21,0.0020878902366275602,0.0,963,0
Pakistan,2016,5.526735845,1.1175175549999998,0.228,16.932278089800143,0.203627284,5.754926020107662,0.7961,2.084320949,7,0.0006748288826761785,0.0,973,0
Pakistan,2004,7.546860015,0.8999471812000001,0.141,16.132918964656856,0.156664697,6.3358555073539184,0.7961,2.305981732,26,0.002677651905252317,0.0,927,0
Pakistan,1988,7.62527878,0.7136509445,0.072356785948,11.892391742241463,0.101389603,8.726937456129516,0.7961,3.109144826,30,0.003818737270875764,1.0,742,1
Iraq,1992,32.59220783,1.845249073,0.033957627856,8.409440307370486,0.018402734,1.2704204591252548,0.43832,2.8287583830000003,8,0.000915017728468489,0.0,826,0
Iraq,2012,13.93643017,5.320264902,0.17,13.705391344477686,0.031890011,1.0233826323972344,0.43524,3.720640652,8,0.0008189169822909202,0.0,962,0
Iraq,2000,1.406474735,4.32200369,0.102,14.710747563656609,0.023497585,1.1307814315075688,0.43832,3.0046591730000003,4,0.0004069175991861648,0.0,925,0
Iraq,1996,11.02078741,2.506563759,0.052094097579,8.794038588452647,0.020783073,1.1023492957809229,0.43832,3.0967423060000003,3,0.0003138403598702793,0.0,841,0
Iraq,2008,8.228107104,4.434484695,0.126,11.322968783642835,0.028385746,1.023932739144506,0.43832,1.685735606,4,0.00039769337840524953,0.0,963,0
Iraq,2016,15.21246273,5.9285859620000005,0.217,16.11536993634487,0.036610632,1.0346917886965787,0.435052,2.877254128,20,0.0019280825219319387,0.0,973,0
Iraq,2004,54.15777429,3.791030873,0.09975657224,11.413934015176293,0.026313838,1.064187903238461,0.43832,2.576587583,24,0.0024716786817713696,0.0,927,0
Iraq,1988,-0.019037034,2.8045190520000003,0.046589573541,7.657353106476041,0.016612322,1.4298773326401564,0.43832,2.161681808,27,0.0034368635437881873,0.0,742,0
Malaysia,1992,8.885117978,5.134589452,0.097570837055,24.162940162771626,0.019002656,1.311835673988402,0.3308,2.573093139,26,0.0029738076175225892,0.0,826,2
Malaysia,2012,5.473454192999999,9.743104796999999,0.283,22.81544559110109,0.029068159,0.9328265542574244,0.3308,1.445660673,29,0.002968574060804586,1.0,962,2
Malaysia,2000,8.85886817,7.007041503,0.163,23.508351498784585,0.023194257,1.1161842858836108,0.3308,2.324616941,40,0.004069175991861648,2.0,925,0
Malaysia,1996,10.00270069,6.731402965,0.141,23.802301961204748,0.021017613,1.1147894678301893,0.3308,2.554063373,34,0.0035568574118631656,2.0,841,2
Malaysia,2008,4.831769888999999,8.850009221,0.241,21.657424419507333,0.027236006,0.9824592324237736,0.3308,1.911365204,32,0.0031815470272419967,0.0,963,1
Malaysia,2016,4.449781398,11.244000459999999,0.345,25.621210267460732,0.030684804,0.8672156967015465,0.330345,1.357864517,30,0.002892123782897908,2.0,973,5
Malaysia,2004,6.783437724,7.720830428,0.194,22.19706580952787,0.025190652,1.018763858510102,0.3308,1.971754459,26,0.002677651905252317,0.0,927,0
Malaysia,1988,9.937719677,4.042129903,0.068807014797,11.30895967612761,0.017022465,1.4651796930712286,0.3308,2.984111613,9,0.0011456211812627289,0.0,742,0
Canada,1992,0.90025956,35.24945116000001,1.0,247.6451047473452,0.028371264,1.9585912743641145,9.87975,1.183675541,279,0.031911243280338564,10.0,826,18
Canada,2012,1.762222549,48.78593608,1.69,136.24771395392526,0.034714222,1.114014413227452,9.87975,1.085817263,239,0.024465144845941242,19.0,962,18
Canada,2000,4.917762744,39.338836900000004,1.21,174.5098485492598,0.03068573,1.476698720155912,9.87975,0.931281553,283,0.02878942014242116,22.0,925,14
Canada,1996,1.61917249,37.81013594,1.12,189.06793047198101,0.029610218,1.5705474816077305,9.87975,1.045311783,282,0.029500993827806257,18.0,841,22
Canada,2008,1.007622695,48.49520404,1.61,144.6823789021029,0.033247118,1.1992925111920825,9.87975,1.082907116,319,0.03171604692781865,12.0,963,19
Canada,2016,1.001394414,50.19375041,1.81,134.41852343218528,0.036109487,1.0205283998633472,9.87975,1.132348655,277,0.02670394292875735,18.0,973,22
Canada,2004,3.914028782,42.75700398,1.37,156.7524750466659,0.031940655,1.2917484204513634,9.87975,0.933020777,258,0.026570545829042225,14.0,927,12
Canada,1988,4.410110979,36.866425219999996,0.988,162.38536423907226,0.026791747,2.306054008411943,9.87975,1.29662489,327,0.04162423625254583,44.0,742,10
Ireland,1992,3.343273894,25.29280896,0.090002690178,22.28872563667367,0.00355843,0.2456538400416525,0.07028,0.682256778,58,0.006633878531396546,0.0,826,2
Ireland,2012,0.22571479,48.573377439999994,0.223,17.97824864599132,0.004599533,0.14760365524295205,0.07028,0.423743803,64,0.006551335858327362,3.0,962,5
Ireland,2000,9.445750657,44.10110768,0.168,24.229466575434422,0.003805174,0.1831175460310233,0.07028,1.333042666,64,0.006510681586978637,4.0,925,1
Ireland,1996,7.414229511,31.64488621,0.115,19.41322500381948,0.00363751,0.19293617391884568,0.07028,0.791271347,78,0.008159849356627263,2.0,841,4
Ireland,2008,-4.480383476,51.20235949,0.23,20.668911271728987,0.004489544,0.16194716479988872,0.07028,2.038708011,55,0.005468283953072181,0.0,963,3
Ireland,2016,3.67781581,67.07774389,0.319,23.69033645020282,0.004755335,0.13439555146170232,0.07028,1.128834064,75,0.0072303094572447706,5.0,973,2
Ireland,2004,6.721353522999999,50.54649119,0.206,23.570080189498672,0.004070262,0.1646101029964228,0.07028,1.828313818,46,0.004737384140061792,1.0,927,0
Ireland,1988,5.217414409,21.11939177,0.074444778912,12.23556937178373,0.003524949,0.3034039837304253,0.07028,-0.427686064,61,0.007764765784114053,1.0,742,0
Australia,1992,0.412184701,35.03338967,0.613,151.8064492101226,0.017495,1.2077556482855392,7.74122,1.213390775,254,0.029051812878874532,15.0,826,28
Australia,2012,3.918162871,53.682032140000004,1.22,98.3563378838987,0.022733465,0.7295398316171917,7.74122,1.745820001,348,0.03562288872965503,46.0,962,35
Australia,2000,3.933136945,44.33441639,0.849,122.4453400151418,0.019153,0.9217056458212394,7.74122,1.192272323,520,0.052899287894201424,41.0,925,58
Australia,1996,3.878585293,39.05616801,0.715,120.699616328095,0.018311,0.971228747310106,7.74122,1.3138192990000002,341,0.03567318757192175,28.0,841,41
Australia,2008,3.657953526000001,51.841260999999996,1.1,98.85131477783428,0.0212492,0.7665027214937187,7.74122,2.00402174,363,0.0360906740902764,50.0,963,46
Australia,2016,2.770652197,55.72868226,1.35,100.25690974223764,0.024190907,0.6836848059334947,7.74122,1.561940498,391,0.037694013303769404,35.0,973,29
Australia,2004,4.055451968,47.92672586000001,0.965,110.41323972265153,0.0201274,0.8139951155601778,7.74122,1.159352162,383,0.039443872296601436,58.0,927,50
Australia,1988,5.743381585,34.46027974,0.57,93.68386398408016,0.0165322,1.4229809679028371,7.74122,1.6362066569999998,234,0.029786150712830962,24.0,742,15
South Africa,1992,-2.137056889,5.585756551,0.216,53.49134262542656,0.038672611,2.6697378890654173,1.21909,2.496894967,92,0.010522703877387624,0.0,826,2
South Africa,2012,2.213354808,7.500232143000001,0.396,31.925499837724495,0.052832659,1.6954533394160771,1.21909,1.5813536730000002,121,0.012386119357150168,1.0,962,6
South Africa,2000,4.200003476,5.937625425999999,0.267,38.507545093101136,0.044967713,2.163994933001052,1.21909,1.409021901,127,0.012919633774160732,5.0,925,5
South Africa,1996,4.299998961,5.745108363,0.243,41.02098848633159,0.042241007,2.2404937094493698,1.21909,1.924717883,84,0.00878753007636782,2.0,841,5
South Africa,2008,3.191046741,7.4321166110000005,0.37,33.24998769799881,0.049779472,1.7956488132503985,1.21909,1.334117023,134,0.013322728176575859,6.0,963,1
South Africa,2016,0.39908793,7.476089605,0.42,31.191038586473933,0.056207649,1.5885438110502836,1.21909,1.471933429,122,0.011761303383784826,6.0,973,10
South Africa,2004,4.554552745,6.472107034000001,0.306,35.0118666892553,0.04729161,1.912573881722272,1.21909,1.217762203,105,0.010813594232749742,5.0,927,6
South Africa,1988,4.200132549,6.224409259,0.218,35.829969032507854,0.035100905,3.0212506364044436,1.21909,2.314782986,0,0.0,0.0,742,0
Jordan,1992,14.34977708,2.725627274,0.010841651288,2.6848818688509497,0.003977672,0.2745959316963268,0.08878,5.614585994,4,0.0004575088642342445,0.0,826,0
Jordan,2012,2.429358335,3.529128315,0.028553725466,2.3019998932606387,0.008090872,0.2596442467752387,0.08932,5.431586567999999,9,0.0009212816050772852,0.0,962,0
Jordan,2000,4.245712252,2.886725383,0.014787230566,2.1326589806079714,0.005122493,0.2465112890293833,0.08878,1.787101363,8,0.0008138351983723296,0.0,925,0
Jordan,1996,2.08702041,2.723983494,0.012892216175,2.176343420897008,0.004732854,0.2510340157075869,0.08878,3.090048062,5,0.0005230672664504655,0.0,841,0
Jordan,2008,7.232319007,3.8513600219999997,0.025251357252,2.2692089675318186,0.006556478,0.2365057616481417,0.08878,4.702766143,7,0.0006959634122091867,0.0,963,0
Jordan,2016,1.994180818,3.315281238,0.031665799344,2.351640879072012,0.009551467,0.2699441100854622,0.08932,3.028091537,8,0.0007712330087727754,0.0,973,1
Jordan,2004,8.567214617000001,3.3370592550000002,0.018621604883,2.1306442735411157,0.005580244,0.22567700545693875,0.08878,2.655147125,8,0.0008238928939237898,0.0,927,0
Jordan,1988,1.4621698230000002,3.218560543,0.010481429086,1.7227031172835183,0.003256558,0.2803026853577701,0.08878,3.906416747,7,0.0008910386965376784,0.0,742,0
Belgium,1992,1.530654944,33.51824318,0.337,83.45640029985533,0.010045158,0.6934607780749169,0.03312,0.405713496,68,0.007777650691982156,2.0,826,3
Belgium,2012,0.739217283,44.36121009,0.493,39.745634898985294,0.011106932,0.3564326556054521,0.03053,0.620163579,111,0.01136247312928652,2.0,962,3
Belgium,2000,3.716679384,39.58859788,0.406,58.5545442239665,0.01025125,0.4933240224364319,0.03053,0.242517956,68,0.0069175991861648006,6.0,925,5
Belgium,1996,1.32145093,35.15769524,0.357,60.26540283794394,0.010156637,0.5387154076999329,0.03312,0.195393176,61,0.006381420650695679,3.0,841,6
Belgium,2008,0.446928735,44.55682522,0.477,42.865524680933596,0.010709973,0.3863309419471908,0.03053,0.789976845,92,0.009146947703320741,3.0,963,2
Belgium,2016,1.266686409,45.85093303,0.52,38.61747634515821,0.011331422,0.320249300740172,0.03053,0.506300002,89,0.008579967222597127,3.0,973,6
Belgium,2004,3.571204343,41.9039924,0.437,50.0006070039365,0.010421137,0.4214530747430589,0.03053,0.432788248,50,0.005149330587023686,5.0,927,3
Belgium,1988,4.72320888,30.818865709999997,0.305,50.1290851142885,0.009901664,0.8522688706021386,0.03312,0.317926245,59,0.007510183299389002,4.0,742,2
Comoros,1992,8.530981788,1.355821135,0.0005917454225,0.14654285713877455,0.000436448,0.030129896380847506,0.001861,2.923771588,0,0.0,0.0,826,0
Comoros,2012,3.200272903,1.347551682,0.0009754535839,0.07864101826895765,0.000723871,0.02322975083000186,0.001861,2.419233782,3,0.0003070938683590951,0.0,962,0
Comoros,2000,10.84787862,1.296058023,0.0007029261413,0.10137812765254428,0.000542357,0.026100010909553068,0.001861,2.522340022,2,0.0002034587995930824,0.0,925,0
Comoros,1996,-1.291688926,1.208461799,0.0005904870636,0.09968050632618662,0.000488627,0.025917131184091263,0.001861,2.7455483330000003,4,0.00041845381316037237,0.0,841,0
Comoros,2008,3.999971991,1.289679229,0.0008476145898,0.07617074238782244,0.000657229,0.02370761332871803,0.001861,2.403628365,3,0.0002982700338039372,0.0,963,0
Comoros,2016,3.320680025,1.366675721,0.00108731627,0.08074886603159742,0.000795592,0.02248506689402927,0.001861,2.310060155,4,0.0003856165043863877,0.0,973,0
Comoros,2004,1.919659807,1.282527071,0.0007659610776,0.08763963117022723,0.000597228,0.024153177999929144,0.001861,2.374990806,3,0.0003089598352214212,0.0,927,0
Comoros,1988,2.687379404,1.4599879519999999,0.0005664213059,0.0930956782098608,0.000387963,0.03339325469389968,0.001861,2.95829801,0,0.0,0.0,742,0
Saudi Arabia,1992,3.987540164,20.33937736,0.352,87.17107687106552,0.017282691,1.1930990381722582,2.14969,2.995327348,9,0.0010293949445270502,0.0,826,0
Saudi Arabia,2012,5.411444902,21.00664014,0.612,49.339408840119674,0.029155187,0.935619370595188,2.14969,3.091355922,18,0.0018425632101545704,0.0,962,1
Saudi Arabia,2000,5.625416146,18.35202987,0.379,54.6605228100574,0.020663843,0.9944124031464364,2.14969,2.297383091,18,0.0018311291963377413,0.0,925,2
Saudi Arabia,1996,2.637424215,18.84103206,0.359,60.60302414235819,0.019033845,1.0095689714294531,2.14969,2.097397826,29,0.0030337901454127,0.0,841,0
Saudi Arabia,2008,6.249772752,19.832654289999997,0.513,46.10065861911727,0.025888541,0.9338533748094854,2.14969,2.756786089,14,0.0013919268244183733,0.0,963,0
Saudi Arabia,2016,1.670624757,21.270470890000002,0.69,51.242420534921465,0.032442572,0.9168938370852908,2.14969,2.259766669,10,0.0009640412609659693,1.0,973,0
Saudi Arabia,2004,7.9584416660000015,18.901015920000003,0.437,50.0006070039365,0.023132682,0.935535148991268,2.14969,2.965968322,16,0.0016477857878475796,2.0,927,0
Saudi Arabia,1988,13.10931294,17.0171524,0.256,42.075559964779856,0.015070082,1.2971316503995307,2.14969,4.2316669000000005,9,0.0011456211812627289,0.0,742,0
United Arab Emirates,1992,3.344944862,63.85389076,0.131,32.44150872190222,0.002052891,0.1417199600208373,0.0986479,5.802967416,13,0.0014869038087612946,0.0,826,0
United Arab Emirates,2012,4.484626085,35.41689178,0.324,26.12086350359277,0.009141596,0.2933630401943739,0.0986479,2.154163159,26,0.002661480192445491,0.0,962,0
United Arab Emirates,2000,10.85270421,63.25152299,0.198,28.556157035333424,0.003134062,0.15082141908598154,0.0986479,5.510421986,4,0.0004069175991861648,0.0,925,0
United Arab Emirates,1996,5.798404061,63.07660646,0.16,27.00970435314014,0.002539126,0.13467708832081918,0.0986479,5.008337384,4,0.00041845381316037237,0.0,841,0
United Arab Emirates,2008,3.191836276,42.45679589,0.301,27.049314316480107,0.007089487,0.2557325019056877,0.0986479,13.91024929,8,0.0007953867568104992,1.0,963,0
United Arab Emirates,2016,3.060964308,41.04511112,0.384,28.517520993347603,0.00936098,0.26456055552804714,0.0986479,1.053281129,12,0.001156849513159163,0.0,973,1
United Arab Emirates,2004,9.566436637,60.32832053,0.245,28.032376924403753,0.00406857,0.16454167489664204,0.0986479,9.173909057000001,4,0.00041194644696189496,0.0,927,1
United Arab Emirates,1988,-2.618907704,58.14679648,0.094608675562,15.549660163270836,0.001627066,0.14004693576909288,0.0986479,5.920221287,12,0.0015274949083503055,0.0,742,0
Indonesia,1992,6.497506517000001,1.878973044,0.353,87.41872197581286,0.187739786,12.960490823059068,1.91093,1.690942833,41,0.004689465858401007,1.0,826,5
Indonesia,2012,6.030050652999999,3.42127352,0.85,68.52695672238845,0.248452413,7.973088640244898,1.91093,1.3518921919999998,22,0.0022520217013000305,5.0,962,2
Indonesia,2000,4.920067747,2.1436595040000004,0.453,65.33302594447495,0.211513823,10.178744052019752,1.91093,1.3799095280000002,45,0.004577822990844354,4.0,925,6
Indonesia,1996,7.818187077,2.358119807,0.471,79.50981718955629,0.199901228,10.602906409054222,1.91093,1.49534171,38,0.0039753112250235385,5.0,841,4
Indonesia,2008,6.0137036,2.885309275,0.679,61.01822066740863,0.235469762,8.493882753349691,1.91093,1.323330908,22,0.0021873135812288725,4.0,963,5
Indonesia,2016,5.033069183,3.968055911,1.04,77.23495269031642,0.261554226,7.392060588877275,1.91358,1.219765616,27,0.0026029114046081173,2.0,973,3
Indonesia,2004,5.030873945,2.4203971820000003,0.54,61.78564709868583,0.223285676,9.03015042372847,1.91093,1.341877472,37,0.003810504634397528,6.0,927,4
Indonesia,1988,5.780498487999999,1.5365057659999999,0.269,44.212209494241336,0.174975954,15.060757333122167,1.91093,1.888369897,29,0.0036914460285132383,0.0,742,1
Nigeria,1992,4.631192947,1.504327341,0.151,37.39441081684912,0.10016171,6.914596798767544,0.92377,2.521577563,54,0.0061763696671623,0.0,826,4
Nigeria,2012,4.230061175,2.372461880000001,0.397,32.006119786809656,0.167228767,5.366539879368613,0.92377,2.680913555,49,0.005015866516531887,4.0,962,0
Nigeria,2000,5.015934757,1.376418466,0.168,24.229466575434422,0.12228385,5.884702915353081,0.92377,2.503846969,80,0.008138351983723296,6.0,925,3
Nigeria,1996,4.195924045,1.363546124,0.151,25.49040848327601,0.110668794,5.8699532610420055,0.92377,2.488916992,49,0.005126059211214562,4.0,841,6
Nigeria,2008,6.764472777999999,2.061419003,0.31,27.85809780102603,0.150269623,5.420537007856065,0.92377,2.6498642930000003,58,0.005766553986876119,2.0,963,4
Nigeria,2016,-1.61686895,2.443440158,0.454,33.71602742442659,0.185960289,5.255620390599723,0.92377,2.627702662,54,0.0052058228092162345,0.0,973,1
Nigeria,2004,9.250558228,1.7818789910000001,0.241,27.57470546441349,0.135320422,5.472647363471785,0.92377,2.55966188,66,0.0067971163748712675,3.0,927,2
Nigeria,1988,7.334025487999999,1.393397037,0.126,20.709064670165088,0.090395271,7.780619047762502,0.92377,2.630947033,69,0.008783095723014256,2.0,742,0
Japan,1992,0.848069581,39.488393429999995,4.91,1215.937464309465,0.124229,8.576066100649571,0.3778,0.24823708100000005,237,0.027107400205878988,14.0,826,22
Japan,2012,1.495089586,45.27687434,5.78,465.98330571224136,0.127629,4.0957433972107005,0.37796,-0.159710676,261,0.026717166547241274,25.0,962,38
Japan,2000,2.779632825,42.16973328,5.35,771.5931320153222,0.126843,6.104104277810444,0.3778,0.167275578,245,0.024923702950152598,14.0,925,18
Japan,1996,3.099999291,41.514897790000006,5.22,881.1916045211971,0.125757,6.670242672463383,0.3778,0.25318888,278,0.029082540014645882,22.0,841,14
Japan,2008,-1.0935406,45.16578792,5.78,519.4187267417111,0.128063,4.619498052757285,0.37794,0.048425395,318,0.03161662358321734,37.0,963,25
Japan,2016,0.521944455,47.403046910000015,6.02,447.0715530727931,0.126994511,3.589126179008255,0.37797,-0.115284177,324,0.031234936855297407,38.0,973,41
Japan,2004,2.204687882,43.67167997,5.58,638.4516866864203,0.127761,5.166928165539706,0.37791,0.033662258,261,0.026879505664263646,18.0,927,37
Japan,1988,6.785020109,34.87765523,4.28,703.4507681611632,0.122613,10.553705218753132,0.3778,0.426638544,255,0.032459266802443994,32.0,742,14
Ethiopia,1992,-8.672480148,0.16433660230000002,0.008450777235,2.092793613558056,0.051423585,3.5499928687534457,1.2219,3.590511792,20,0.002287544321171223,0.0,826,3
Ethiopia,2012,8.647811633,0.3899389667,0.036157859259,2.915044772489065,0.092726971,2.975702067841933,1.1362656359999999,2.829617214,33,0.003378032551950046,7.0,962,7
Ethiopia,2000,6.07321748,0.1974323051,0.013074915712,1.8857037691697995,0.066224804,3.1869563901323548,1.1043,2.882672549,26,0.002644964394710071,3.0,925,8
Ethiopia,1996,12.42617378,0.19992299230000005,0.011772171512,1.9872679508348672,0.05888353,3.123225224132873,1.1043,3.167001902,18,0.0018830421592216761,3.0,841,3
Ethiopia,2008,10.78852169,0.2948054278,0.024444156129,2.196669974533006,0.082916235,2.9909605906816603,1.136264348,2.7410225230000003,27,0.0026844303042354344,7.0,963,7
Ethiopia,2016,9.433482657999999,0.5140573068,0.053258136694,3.9551823730148983,0.103603501,2.9280481081265624,1.136257692,2.708106304,37,0.0035669526655740867,7.0,973,8
Ethiopia,2004,13.57260314,0.21515456219999998,0.015972968197,1.8275929187747664,0.074239505,3.0024044065107964,1.1362686409999998,2.826388183,26,0.002677651905252317,8.0,927,7
Ethiopia,1988,0.503674879,0.21751045149999998,0.009735159432,1.600047986124251,0.044757203,3.8524000463074337,1.2219,3.242490459,0,0.0,0.0,742,0
Germany,1992,1.923076559,34.22899847,2.76,683.5004891026728,0.080624598,5.5658653115319225,0.35697,0.760346947,384,0.043920850966487485,143.0,826,82
Germany,2012,0.418497594,44.07090857,3.54,285.39461976147663,0.080425823,2.5809458157431817,0.35717,0.18772780100000006,346,0.0354181594840823,43.0,962,44
Germany,2000,2.912502964,37.93445178,3.12,449.9758078294963,0.082211508,3.956289410279224,0.35703,0.1354316,383,0.03896236012207528,65.0,925,56
Germany,1996,0.8058228909999999,34.96568445,2.86,482.79846531238,0.081914831,4.344822166907816,0.35703,0.289474899,437,0.045716079087770686,82.0,841,65
Germany,2008,0.959879134,42.10100404,3.46,310.932317392097,0.082110097,2.9618815208390536,0.35711,-0.190142845,377,0.03748260091469477,49.0,963,43
Germany,2016,2.229999868,45.844638120000006,3.78,280.71934727826545,0.082348669,2.3273428228278745,0.35758,0.8072185390000001,318,0.030656512098717826,44.0,973,42
Germany,2004,1.175088132,38.532784050000004,3.18,363.848810692261,0.08251626,3.3371340855894784,0.35705,-0.021709728,368,0.037899073120494335,56.0,927,49
Germany,1988,3.707235659,30.1445916,2.36,387.88406842531435,0.078144619,6.726165034358307,0.35697,0.39067896,509,0.06479124236252545,59.0,742,143
Sweden,1992,-1.15859276,36.45482959,0.316,78.25585310016108,0.008668067,0.5983942200038577,0.4503,0.586529929,169,0.01932974951389683,12.0,826,12
Sweden,2012,-0.5883045689999999,53.432644849999996,0.509,41.03555408434789,0.009519374,0.3054863174206428,0.44742,0.739763272,119,0.01218139011157744,5.0,962,8
Sweden,2000,4.766348871,44.94167037,0.399,57.544983116656745,0.008872109,0.42695520052427455,0.4503,0.160575485,134,0.01363173957273652,8.0,925,12
Sweden,1996,1.579456406,38.40789969,0.34,57.39562175042279,0.008840998,0.4689329590143166,0.4503,0.159147081,157,0.01642431216654462,12.0,841,8
Sweden,2008,-0.4505592570000001,53.059453930000004,0.489,43.943902660328156,0.009219637,0.332571431003717,0.4503,0.779033291,122,0.012129648041360113,7.0,963,5
Sweden,2016,2.070593151,56.788543080000004,0.564,41.88510895897929,0.009923085,0.2804467993898109,0.44743,1.256453985,133,0.012821748770847392,8.0,973,11
Sweden,2004,4.336856154,49.06689619,0.441,50.45827846392675,0.008993531,0.3637176339536672,0.4503,0.393298991,114,0.011740473738414008,12.0,927,7
Sweden,1988,2.559038665,37.06276482,0.313,51.44394636318787,0.008436489,0.7261564270285648,0.4503,0.45959837,182,0.023167006109979637,19.0,742,12
Sri Lanka,1992,4.399991252,1.269033731,0.022508624131,5.574150580640117,0.017736821,1.2244495996215814,0.06561,1.140230455,11,0.0012581493766441725,0.0,826,0
Sri Lanka,2012,9.144572246000001,3.286007594,0.067116705113,5.410945348973951,0.020425,0.6554588603532784,0.06561,0.12899381,7,0.0007165523595045553,0.0,962,0
Sri Lanka,2000,6.00003316,1.8251425220000002,0.034271798041,4.942782054252668,0.018777601,0.9036402055384822,0.06561,0.610655198,18,0.0018311291963377413,0.0,925,1
Sri Lanka,1996,3.799967205,1.514940186,0.027825342704,4.697214249749032,0.018367288,0.974214303736767,0.06561,0.6794635290000001,9,0.0009415210796108381,0.0,841,0
Sri Lanka,2008,5.950088145,2.538087619000001,0.050721102373,4.558043324138347,0.019983984,0.7208637559196077,0.06561,0.7128032,8,0.0007953867568104992,0.0,963,0
Sri Lanka,2016,4.486634531,3.7691590890000004,0.079917480155,5.935021922019929,0.021203,0.5992404063315149,0.06561,1.104983619,9,0.0008676371348693724,0.0,973,0
Sri Lanka,2004,5.445061278,2.0213054489999998,0.039187357999,4.483733837140884,0.019387153,0.7840579432325013,0.06561,0.84492071,7,0.0007209062821833162,1.0,927,0
Sri Lanka,1988,2.4726850380000003,1.1219583439999998,0.018936624973,3.112379295242224,0.016878189,1.4527613820100784,0.06561,1.397528949,6,0.0007637474541751527,0.0,742,0
Tunisia,1992,7.805728857,2.3847228100000004,0.020541670812,5.087044219923222,0.008613861,0.5946521449726506,0.16361,2.183012143,13,0.0014869038087612946,0.0,826,0
Tunisia,2012,3.997674002,4.142494431,0.044933645382,3.622548202907604,0.010847002,0.34809123961663313,0.16361,0.973860812,83,0.008496263691268298,1.0,962,3
Tunisia,2000,4.709859945,3.0017780280000004,0.029142311723,4.202992070376899,0.00970835,0.4671978805726846,0.16361,0.980882557,47,0.004781281790437436,1.0,925,0
Tunisia,1996,7.146080839,2.562998784,0.023752181151,4.009621191442112,0.00926734,0.4915464485334955,0.16361,1.54348763,51,0.0053352861177947495,0.0,841,1
Tunisia,2008,4.237776836,3.9656482900000003,0.041299978413,3.7114156058374768,0.010414433,0.3756702011047001,0.16361,1.059000757,26,0.0025850069596341217,0.0,963,1
Tunisia,2016,1.159600975,4.31056745,0.048726421685,3.6186373784705608,0.011303946,0.3194727724468001,0.16361,1.10299623,61,0.005880651691892413,3.0,973,3
Tunisia,2004,6.235793869,3.4015174790000002,0.034090950398,3.9006137602770954,0.010022277,0.40532232304177945,0.16361,0.771255024,54,0.0055612770339855825,0.0,927,0
Tunisia,1988,0.072159078,2.11871536,0.016696180453,2.7441450852851053,0.007880332,0.678286160145395,0.16361,2.305412625,41,0.005218940936863543,0.0,742,0
Kenya,1992,-0.79949396,0.8647870015000002,0.021901663054,5.4238396411488905,0.025326078,1.7483688913072382,0.58037,3.22760537,49,0.005604483586869495,9.0,826,8
Kenya,2012,4.563209131,1.000829217,0.0443801803,3.577927876176348,0.04434341,1.4230247727186374,0.58037,2.66270486,47,0.004811137270959156,15.0,962,11
Kenya,2000,0.599695392,0.8196154251000001,0.026198643973,3.77844743134232,0.031964557,1.5382401009280435,0.58037,2.745984467,56,0.005696846388606307,8.0,925,7
Kenya,1996,4.146839267,0.8579481761,0.024528267342,4.140632807513766,0.028589451,1.5164052580969718,0.58037,2.9142865380000003,52,0.005439899571084842,8.0,841,8
Kenya,2008,0.232282746,0.8976019305999999,0.035717358968,3.209734449435155,0.039791981,1.4353792956970777,0.58037,2.767253963,46,0.0045734738516603705,7.0,963,15
Kenya,2016,5.8789493,1.1297131960000004,0.055414336959,4.115311243647709,0.049051686,1.3863015728852464,0.58037,2.421143197,79,0.007615925961631157,11.0,973,13
Kenya,2004,5.104299776,0.8299528749999999,0.029575595617,3.383976506528522,0.035635271,1.4411665955693858,0.58037,2.7207962130000003,46,0.004737384140061792,7.0,927,7
Kenya,1988,6.20318382,0.9006872389,0.019953533269,3.2795159592540597,0.022153676,1.9068399436908487,0.58037,3.544875746,74,0.009419551934826884,3.0,742,9
Benin,1992,2.9577108260000005,0.8352611142999998,0.004453447715,1.1028745258680002,0.005331803,0.3680774614916138,0.11476,3.479002651,6,0.0006862632963513668,0.0,826,0
Benin,2012,4.811223316,1.05766774,0.010290311747,0.8296044091135935,0.009729248,0.3122213858592124,0.11476,2.7976489410000003,5,0.0005118231139318251,0.0,962,0
